"subjID" "trial" "choice" "reward"
"126" 2 26 2 -1
"127" 2 27 2 -1
"128" 2 28 1 1
"129" 2 29 1 1
"130" 2 30 1 -1
"131" 2 31 2 -1
"132" 2 32 2 1
"133" 2 33 2 -1
"134" 2 34 1 -1
"135" 2 35 2 1
"136" 2 36 1 -1
"137" 2 37 2 1
"138" 2 38 2 1
"139" 2 39 2 -1
"140" 2 40 1 -1
"141" 2 41 2 -1
"142" 2 42 1 -1
"143" 2 43 2 -1
"144" 2 44 1 1
"145" 2 45 1 1
"146" 2 46 1 1
"147" 2 47 1 -1
"148" 2 48 1 1
"149" 2 49 1 1
"150" 2 50 1 1
"151" 2 51 1 1
"152" 2 52 2 -1
"153" 2 53 1 -1
"154" 2 54 2 1
"155" 2 55 1 -1
"156" 2 56 2 1
"157" 2 57 2 1
"158" 2 58 2 1
"159" 2 59 2 1
"160" 2 60 2 -1
"161" 2 61 1 -1
"162" 2 62 2 1
"163" 2 63 2 1
"164" 2 64 2 -1
"165" 2 65 1 1
"166" 2 66 1 -1
"167" 2 67 2 1
"168" 2 68 1 1
"169" 2 69 1 1
"170" 2 70 1 -1
"171" 2 71 2 -1
"172" 2 72 1 -1
"173" 2 73 NA 1
"174" 2 74 2 -1
"175" 2 75 2 1
"176" 2 76 1 -1
"177" 2 77 1 -1
"178" 2 78 2 1
"179" 2 79 2 1
"180" 2 80 2 -1
"181" 2 81 2 1
"182" 2 82 2 1
"183" 2 83 2 -1
"184" 2 84 1 -1
"185" 2 85 1 1
"186" 2 86 2 -1
"187" 2 87 2 -1
"188" 2 88 1 -1
"189" 2 89 1 1
"190" 2 90 1 1
"191" 2 91 NA 1
"192" 2 92 1 1
"193" 2 93 2 1
"194" 2 94 1 1
"195" 2 95 1 1
"196" 2 96 2 1
"197" 2 97 1 1
"198" 2 98 1 -1
"199" 2 99 2 1
"200" 2 100 2 1
"201" 3 1 1 1
"202" 3 2 1 1
"203" 3 3 1 -1
"204" 3 4 2 -1
"205" 3 5 1 1
"206" 3 6 1 1
"207" 3 7 1 1
"208" 3 8 1 -1
"209" 3 9 1 -1
"210" 3 10 2 -1
"211" 3 11 1 -1
"212" 3 12 2 -1
"213" 3 13 2 -1
"214" 3 14 1 -1
"215" 3 15 1 1
"216" 3 16 1 -1
"217" 3 17 1 -1
"218" 3 18 2 1
"219" 3 19 2 -1
"220" 3 20 2 -1
"221" 3 21 2 -1
"222" 3 22 2 1
"223" 3 23 2 -1
"224" 3 24 1 1
"225" 3 25 2 -1
"226" 3 26 2 1
"227" 3 27 2 1
"228" 3 28 2 -1
"229" 3 29 2 -1
"230" 3 30 1 -1
"231" 3 31 1 -1
"232" 3 32 2 1
"233" 3 33 2 1
"234" 3 34 1 1
"235" 3 35 1 -1
"236" 3 36 2 1
"237" 3 37 2 1
"238" 3 38 2 1
"239" 3 39 2 1
"240" 3 40 2 -1
"241" 3 41 2 1
"242" 3 42 2 1
"243" 3 43 2 -1
"244" 3 44 1 1
"245" 3 45 1 1
"246" 3 46 1 1
"247" 3 47 1 1
"248" 3 48 1 -1
"249" 3 49 1 1
"250" 3 50 2 -1
"251" 3 51 1 -1
"252" 3 52 2 1
"253" 3 53 2 1
"254" 3 54 2 1
"255" 3 55 2 -1
"256" 3 56 2 1
"257" 3 57 1 -1
"258" 3 58 1 -1
"259" 3 59 2 1
"260" 3 60 2 1
"261" 3 61 2 1
"262" 3 62 2 1
"263" 3 63 2 -1
"264" 3 64 2 -1
"265" 3 65 2 -1
"266" 3 66 1 1
"267" 3 67 1 -1
"268" 3 68 1 1
"269" 3 69 NA -1
"270" 3 70 1 1
"271" 3 71 1 1
"272" 3 72 1 -1
"273" 3 73 2 1
"274" 3 74 2 -1
"275" 3 75 2 1
"276" 3 76 2 -1
"277" 3 77 1 1
"278" 3 78 1 1
"279" 3 79 1 1
"280" 3 80 1 -1
"281" 3 81 1 -1
"282" 3 82 2 1
"283" 3 83 2 -1
"284" 3 84 2 -1
"285" 3 85 2 -1
"286" 3 86 1 1
"287" 3 87 1 1
"288" 3 88 2 1
"289" 3 89 2 1
"290" 3 90 2 -1
"291" 3 91 1 1
"292" 3 92 1 -1
"293" 3 93 1 1
"294" 3 94 1 1
"295" 3 95 1 1
"296" 3 96 1 -1
"297" 3 97 1 -1
"298" 3 98 2 1
"299" 3 99 2 1
"300" 3 100 2 1
"301" 4 1 1 1
"302" 4 2 2 -1
"303" 4 3 1 1
"304" 4 4 1 -1
"305" 4 5 1 1
"306" 4 6 1 1
"307" 4 7 2 -1
"308" 4 8 1 -1
"309" 4 9 2 1
"310" 4 10 1 -1
"311" 4 11 2 1
"312" 4 12 2 1
"313" 4 13 2 -1
"314" 4 14 2 1
"315" 4 15 2 -1
"316" 4 16 1 1
"317" 4 17 1 1
"318" 4 18 1 -1
"319" 4 19 1 -1
"320" 4 20 2 1
"321" 4 21 1 -1
"322" 4 22 2 -1
"323" 4 23 1 -1
"324" 4 24 2 1
"325" 4 25 2 -1
"326" 4 26 2 1
"327" 4 27 2 -1
"328" 4 28 1 1
"329" 4 29 1 -1
"330" 4 30 1 -1
"331" 4 31 2 1
"332" 4 32 2 1
"333" 4 33 2 1
"334" 4 34 2 1
"335" 4 35 2 -1
"336" 4 36 2 1
"337" 4 37 1 -1
"338" 4 38 2 1
"339" 4 39 2 -1
"340" 4 40 1 1
"341" 4 41 1 1
"342" 4 42 2 -1
"343" 4 43 1 1
"344" 4 44 1 -1
"345" 4 45 2 -1
"346" 4 46 1 1
"347" 4 47 1 1
"348" 4 48 1 1
"349" 4 49 1 1
"350" 4 50 1 1
"351" 4 51 1 -1
"352" 4 52 2 1
"353" 4 53 2 1
"354" 4 54 2 1
"355" 4 55 2 1
"356" 4 56 2 1
"357" 4 57 2 1
"358" 4 58 2 -1
"359" 4 59 2 1
"360" 4 60 1 1
"361" 4 61 1 -1
"362" 4 62 2 -1
"363" 4 63 1 1
"364" 4 64 2 -1
"365" 4 65 1 1
"366" 4 66 1 1
"367" 4 67 1 -1
"368" 4 68 1 1
"369" 4 69 1 1
"370" 4 70 1 -1
"371" 4 71 1 1
"372" 4 72 1 -1
"373" 4 73 1 1
"374" 4 74 1 1
"375" 4 75 2 1
"376" 4 76 1 1
"377" 4 77 1 -1
"378" 4 78 2 1
"379" 4 79 1 1
"380" 4 80 1 -1
"381" 4 81 2 1
"382" 4 82 2 -1
"383" 4 83 1 -1
"384" 4 84 2 -1
"385" 4 85 1 1
"386" 4 86 1 1
"387" 4 87 1 1
"388" 4 88 1 1
"389" 4 89 1 1
"390" 4 90 1 1
"391" 4 91 1 1
"392" 4 92 1 1
"393" 4 93 1 -1
"394" 4 94 1 1
"395" 4 95 NA 1
"396" 4 96 1 1
"397" 4 97 1 -1
"398" 4 98 NA -1
"399" 4 99 1 -1
"400" 4 100 2 -1
"401" 5 1 1 1
"402" 5 2 1 -1
"403" 5 3 2 -1
"404" 5 4 1 -1
"405" 5 5 1 1
"406" 5 6 1 1
"407" 5 7 1 1
"408" 5 8 1 -1
"409" 5 9 2 1
"410" 5 10 2 -1
"411" 5 11 1 -1
"412" 5 12 2 -1
"413" 5 13 1 -1
"414" 5 14 2 1
"415" 5 15 1 -1
"416" 5 16 1 -1
"417" 5 17 2 -1
"418" 5 18 1 1
"419" 5 19 2 -1
"420" 5 20 1 -1
"421" 5 21 2 1
"422" 5 22 1 -1
"423" 5 23 1 1
"424" 5 24 2 1
"425" 5 25 NA -1
"426" 5 26 2 1
"427" 5 27 1 1
"428" 5 28 1 -1
"429" 5 29 2 1
"430" 5 30 2 -1
"431" 5 31 2 1
"432" 5 32 2 1
"433" 5 33 2 1
"434" 5 34 2 1
"435" 5 35 2 1
"436" 5 36 2 1
"437" 5 37 2 -1
"438" 5 38 2 1
"439" 5 39 2 -1
"440" 5 40 2 -1
"441" 5 41 1 -1
"442" 5 42 2 -1
"443" 5 43 1 1
"444" 5 44 1 -1
"445" 5 45 2 -1
"446" 5 46 1 1
"447" 5 47 1 -1
"448" 5 48 1 1
"449" 5 49 1 -1
"450" 5 50 2 -1
"451" 5 51 1 1
"452" 5 52 2 1
"453" 5 53 2 -1
"454" 5 54 NA 1
"455" 5 55 1 1
"456" 5 56 1 1
"457" 5 57 1 1
"458" 5 58 1 1
"459" 5 59 1 -1
"460" 5 60 1 -1
"461" 5 61 2 1
"462" 5 62 2 -1
"463" 5 63 1 1
"464" 5 64 2 -1
"465" 5 65 1 1
"466" 5 66 1 1
"467" 5 67 1 1
"468" 5 68 1 -1
"469" 5 69 1 -1
"470" 5 70 2 -1
"471" 5 71 1 -1
"472" 5 72 2 1
"473" 5 73 1 -1
"474" 5 74 2 1
"475" 5 75 2 1
"476" 5 76 1 -1
"477" 5 77 2 1
"478" 5 78 2 1
"479" 5 79 2 -1
"480" 5 80 2 1
"481" 5 81 2 1
"482" 5 82 2 1
"483" 5 83 1 -1
"484" 5 84 1 1
"485" 5 85 2 -1
"486" 5 86 1 -1
"487" 5 87 2 -1
"488" 5 88 1 -1
"489" 5 89 1 1
"490" 5 90 1 1
"491" 5 91 1 1
"492" 5 92 1 1
"493" 5 93 2 -1
"494" 5 94 1 1
"495" 5 95 1 -1
"496" 5 96 2 1
"497" 5 97 1 1
"498" 5 98 2 1
"499" 5 99 1 -1
"500" 5 100 2 1
"501" 6 1 2 1
"502" 6 2 2 1
"503" 6 3 2 1
"504" 6 4 2 1
"505" 6 5 2 -1
"506" 6 6 2 1
"507" 6 7 2 -1
"508" 6 8 1 -1
"509" 6 9 1 -1
"510" 6 10 2 1
"511" 6 11 2 1
"512" 6 12 2 1
"513" 6 13 2 -1
"514" 6 14 1 -1
"515" 6 15 2 1
"516" 6 16 1 -1
"517" 6 17 2 1
"518" 6 18 2 1
"519" 6 19 2 1
"520" 6 20 2 1
"521" 6 21 2 -1
"522" 6 22 2 1
"523" 6 23 2 -1
"524" 6 24 1 -1
"525" 6 25 2 -1
"526" 6 26 2 1
"527" 6 27 1 1
"528" 6 28 1 1
"529" 6 29 1 -1
"530" 6 30 2 1
"531" 6 31 1 -1
"532" 6 32 1 -1
"533" 6 33 2 -1
"534" 6 34 1 -1
"535" 6 35 2 -1
"536" 6 36 2 1
"537" 6 37 NA -1
"538" 6 38 2 1
"539" 6 39 2 1
"540" 6 40 1 -1
"541" 6 41 2 -1
"542" 6 42 2 -1
"543" 6 43 2 -1
"544" 6 44 1 1
"545" 6 45 2 -1
"546" 6 46 1 -1
"547" 6 47 1 1
"548" 6 48 1 1
"549" 6 49 1 -1
"550" 6 50 1 1
"551" 6 51 1 -1
"552" 6 52 1 -1
"553" 6 53 1 1
"554" 6 54 1 -1
"555" 6 55 2 1
"556" 6 56 2 1
"557" 6 57 2 1
"558" 6 58 2 -1
"559" 6 59 1 1
"560" 6 60 1 1
"561" 6 61 1 -1
"562" 6 62 2 -1
"563" 6 63 1 -1
"564" 6 64 1 -1
"565" 6 65 1 -1
"566" 6 66 2 -1
"567" 6 67 2 -1
"568" 6 68 2 -1
"569" 6 69 1 1
"570" 6 70 2 1
"571" 6 71 1 -1
"572" 6 72 2 -1
"573" 6 73 2 1
"574" 6 74 1 -1
"575" 6 75 1 -1
"576" 6 76 2 1
"577" 6 77 1 -1
"578" 6 78 2 1
"579" 6 79 2 1
"580" 6 80 2 1
"581" 6 81 NA -1
"582" 6 82 2 1
"583" 6 83 1 1
"584" 6 84 2 -1
"585" 6 85 2 1
"586" 6 86 2 -1
"587" 6 87 1 1
"588" 6 88 2 -1
"589" 6 89 NA 1
"590" 6 90 2 1
"591" 6 91 1 1
"592" 6 92 1 -1
"593" 6 93 2 -1
"594" 6 94 1 1
"595" 6 95 1 -1
"596" 6 96 1 -1
"597" 6 97 2 1
"598" 6 98 2 -1
"599" 6 99 1 -1
"600" 6 100 2 -1
"601" 7 1 2 -1
"602" 7 2 2 -1
"603" 7 3 1 1
"604" 7 4 1 -1
"605" 7 5 2 -1
"606" 7 6 2 -1
"607" 7 7 1 1
"608" 7 8 2 -1
"609" 7 9 1 -1
"610" 7 10 1 -1
"611" 7 11 2 -1
"612" 7 12 2 1
"613" 7 13 1 1
"614" 7 14 1 -1
"615" 7 15 1 -1
"616" 7 16 2 -1
"617" 7 17 1 -1
"618" 7 18 2 1
"619" 7 19 NA -1
"620" 7 20 1 1
"621" 7 21 2 -1
"622" 7 22 1 1
"623" 7 23 1 1
"624" 7 24 1 -1
"625" 7 25 2 -1
"626" 7 26 1 -1
"627" 7 27 1 -1
"628" 7 28 1 1
"629" 7 29 1 -1
"630" 7 30 1 -1
"631" 7 31 1 1
"632" 7 32 1 -1
"633" 7 33 2 1
"634" 7 34 1 1
"635" 7 35 2 1
"636" 7 36 2 1
"637" 7 37 2 1
"638" 7 38 1 -1
"639" 7 39 1 1
"640" 7 40 1 -1
"641" 7 41 2 1
"642" 7 42 2 -1
"643" 7 43 1 1
"644" 7 44 1 1
"645" 7 45 2 -1
"646" 7 46 1 1
"647" 7 47 2 -1
"648" 7 48 2 -1
"649" 7 49 1 1
"650" 7 50 1 1
"651" 7 51 1 -1
"652" 7 52 1 -1
"653" 7 53 2 -1
"654" 7 54 1 -1
"655" 7 55 2 -1
"656" 7 56 1 -1
"657" 7 57 2 1
"658" 7 58 2 -1
"659" 7 59 NA -1
"660" 7 60 2 1
"661" 7 61 2 1
"662" 7 62 1 1
"663" 7 63 1 1
"664" 7 64 2 1
"665" 7 65 1 1
"666" 7 66 1 1
"667" 7 67 2 1
"668" 7 68 2 -1
"669" 7 69 1 1
"670" 7 70 1 -1
"671" 7 71 2 -1
"672" 7 72 2 -1
"673" 7 73 1 -1
"674" 7 74 2 -1
"675" 7 75 1 -1
"676" 7 76 1 -1
"677" 7 77 2 -1
"678" 7 78 2 -1
"679" 7 79 1 -1
"680" 7 80 2 1
"681" 7 81 2 -1
"682" 7 82 2 1
"683" 7 83 1 -1
"684" 7 84 2 1
"685" 7 85 2 -1
"686" 7 86 1 -1
"687" 7 87 2 1
"688" 7 88 2 1
"689" 7 89 2 1
"690" 7 90 1 -1
"691" 7 91 2 -1
"692" 7 92 1 1
"693" 7 93 2 -1
"694" 7 94 1 1
"695" 7 95 1 -1
"696" 7 96 2 1
"697" 7 97 2 1
"698" 7 98 2 -1
"699" 7 99 2 1
"700" 7 100 1 -1
"701" 8 1 1 1
"702" 8 2 1 -1
"703" 8 3 1 -1
"704" 8 4 2 1
"705" 8 5 1 1
"706" 8 6 1 -1
"707" 8 7 1 -1
"708" 8 8 1 -1
"709" 8 9 2 1
"710" 8 10 2 -1
"711" 8 11 NA -1
"712" 8 12 1 -1
"713" 8 13 2 1
"714" 8 14 2 1
"715" 8 15 2 1
"716" 8 16 2 1
"717" 8 17 2 1
"718" 8 18 2 -1
"719" 8 19 2 -1
"720" 8 20 1 -1
"721" 8 21 2 -1
"722" 8 22 2 1
"723" 8 23 2 -1
"724" 8 24 2 1
"725" 8 25 1 -1
"726" 8 26 1 1
"727" 8 27 1 1
"728" 8 28 1 1
"729" 8 29 1 -1
"730" 8 30 2 -1
"731" 8 31 2 -1
"732" 8 32 1 -1
"733" 8 33 1 -1
"734" 8 34 1 -1
"735" 8 35 2 -1
"736" 8 36 1 -1
"737" 8 37 2 -1
"738" 8 38 2 1
"739" 8 39 1 1
"740" 8 40 2 -1
"741" 8 41 1 1
"742" 8 42 1 1
"743" 8 43 1 -1
"744" 8 44 1 1
"745" 8 45 1 -1
"746" 8 46 2 1
"747" 8 47 2 -1
"748" 8 48 2 1
"749" 8 49 1 -1
"750" 8 50 2 -1
"751" 8 51 2 -1
"752" 8 52 1 -1
"753" 8 53 2 1
"754" 8 54 1 -1
"755" 8 55 1 1
"756" 8 56 1 -1
"757" 8 57 2 1
"758" 8 58 1 -1
"759" 8 59 2 1
"760" 8 60 2 1
"761" 8 61 2 1
"762" 8 62 2 -1
"763" 8 63 1 1
"764" 8 64 2 -1
"765" 8 65 1 1
"766" 8 66 1 1
"767" 8 67 1 -1
"768" 8 68 2 -1
"769" 8 69 2 -1
"770" 8 70 1 1
"771" 8 71 1 -1
"772" 8 72 NA -1
"773" 8 73 2 -1
"774" 8 74 1 -1
"775" 8 75 1 1
"776" 8 76 2 1
"777" 8 77 2 1
"778" 8 78 2 1
"779" 8 79 2 -1
"780" 8 80 1 -1
"781" 8 81 2 1
"782" 8 82 2 1
"783" 8 83 2 1
"784" 8 84 2 -1
"785" 8 85 1 1
"786" 8 86 1 1
"787" 8 87 1 1
"788" 8 88 2 -1
"789" 8 89 1 1
"790" 8 90 1 1
"791" 8 91 1 1
"792" 8 92 1 1
"793" 8 93 1 1
"794" 8 94 1 1
"795" 8 95 1 -1
"796" 8 96 1 1
"797" 8 97 1 -1
"798" 8 98 2 -1
"799" 8 99 1 -1
"800" 8 100 NA 1
"801" 9 1 1 1
"802" 9 2 2 -1
"803" 9 3 1 1
"804" 9 4 1 1
"805" 9 5 2 -1
"806" 9 6 1 1
"807" 9 7 1 1
"808" 9 8 1 -1
"809" 9 9 1 1
"810" 9 10 1 -1
"811" 9 11 2 1
"812" 9 12 2 1
"813" 9 13 2 1
"814" 9 14 2 1
"815" 9 15 2 1
"816" 9 16 2 1
"817" 9 17 2 1
"818" 9 18 2 1
"819" 9 19 2 1
"820" 9 20 1 1
"821" 9 21 1 1
"822" 9 22 2 -1
"823" 9 23 1 -1
"824" 9 24 1 -1
"825" 9 25 2 -1
"826" 9 26 2 1
"827" 9 27 1 1
"828" 9 28 1 -1
"829" 9 29 2 1
"830" 9 30 2 -1
"831" 9 31 1 -1
"832" 9 32 2 1
"833" 9 33 1 -1
"834" 9 34 2 1
"835" 9 35 2 1
"836" 9 36 2 1
"837" 9 37 2 1
"838" 9 38 NA 1
"839" 9 39 2 -1
"840" 9 40 1 1
"841" 9 41 1 1
"842" 9 42 2 1
"843" 9 43 2 -1
"844" 9 44 1 1
"845" 9 45 1 1
"846" 9 46 2 -1
"847" 9 47 1 -1
"848" 9 48 1 1
"849" 9 49 1 1
"850" 9 50 1 1
"851" 9 51 2 1
"852" 9 52 1 -1
"853" 9 53 2 1
"854" 9 54 1 -1
"855" 9 55 2 1
"856" 9 56 2 1
"857" 9 57 2 -1
"858" 9 58 2 1
"859" 9 59 2 1
"860" 9 60 2 -1
"861" 9 61 1 1
"862" 9 62 1 -1
"863" 9 63 1 1
"864" 9 64 2 1
"865" 9 65 2 -1
"866" 9 66 1 1
"867" 9 67 2 -1
"868" 9 68 1 1
"869" 9 69 1 1
"870" 9 70 1 -1
"871" 9 71 2 1
"872" 9 72 2 1
"873" 9 73 1 -1
"874" 9 74 2 -1
"875" 9 75 2 1
"876" 9 76 2 1
"877" 9 77 2 1
"878" 9 78 2 1
"879" 9 79 2 1
"880" 9 80 2 1
"881" 9 81 2 -1
"882" 9 82 NA 1
"883" 9 83 1 1
"884" 9 84 1 -1
"885" 9 85 1 -1
"886" 9 86 2 -1
"887" 9 87 2 1
"888" 9 88 2 -1
"889" 9 89 1 1
"890" 9 90 1 -1
"891" 9 91 2 -1
"892" 9 92 1 1
"893" 9 93 1 -1
"894" 9 94 1 1
"895" 9 95 1 -1
"896" 9 96 1 -1
"897" 9 97 2 1
"898" 9 98 2 1
"899" 9 99 2 -1
"900" 9 100 2 -1
"901" 10 1 2 -1
"902" 10 2 1 1
"903" 10 3 1 1
"904" 10 4 2 1
"905" 10 5 1 1
"906" 10 6 1 1
"907" 10 7 1 1
"908" 10 8 2 1
"909" 10 9 1 -1
"910" 10 10 2 1
"911" 10 11 2 1
"912" 10 12 2 1
"913" 10 13 2 1
"914" 10 14 2 -1
"915" 10 15 2 1
"916" 10 16 1 1
"917" 10 17 2 1
"918" 10 18 2 -1
"919" 10 19 1 -1
"920" 10 20 2 1
"921" 10 21 2 -1
"922" 10 22 2 -1
"923" 10 23 1 1
"924" 10 24 1 -1
"925" 10 25 2 -1
"926" 10 26 1 -1
"927" 10 27 2 1
"928" 10 28 2 -1
"929" 10 29 1 -1
"930" 10 30 2 1
"931" 10 31 2 1
"932" 10 32 2 1
"933" 10 33 2 1
"934" 10 34 1 -1
"935" 10 35 2 1
"936" 10 36 2 -1
"937" 10 37 2 -1
"938" 10 38 2 1
"939" 10 39 2 -1
"940" 10 40 1 1
"941" 10 41 1 1
"942" 10 42 1 1
"943" 10 43 1 1
"944" 10 44 1 1
"945" 10 45 1 1
"946" 10 46 NA -1
"947" 10 47 1 1
"948" 10 48 1 -1
"949" 10 49 1 1
"950" 10 50 2 -1
"951" 10 51 2 1
"952" 10 52 1 -1
"953" 10 53 2 1
"954" 10 54 2 1
"955" 10 55 2 -1
"956" 10 56 1 1
"957" 10 57 1 1
"958" 10 58 1 -1
"959" 10 59 2 1
"960" 10 60 2 1
"961" 10 61 2 -1
"962" 10 62 1 1
"963" 10 63 2 -1
"964" 10 64 1 1
"965" 10 65 1 1
"966" 10 66 1 1
"967" 10 67 1 1
"968" 10 68 1 -1
"969" 10 69 1 -1
"970" 10 70 NA 1
"971" 10 71 2 -1
"972" 10 72 1 -1
"973" 10 73 2 -1
"974" 10 74 2 -1
"975" 10 75 1 -1
"976" 10 76 2 1
"977" 10 77 2 1
"978" 10 78 2 1
"979" 10 79 2 -1
"980" 10 80 2 1
"981" 10 81 1 -1
"982" 10 82 1 -1
"983" 10 83 2 -1
"984" 10 84 1 -1
"985" 10 85 1 1
"986" 10 86 1 1
"987" 10 87 1 1
"988" 10 88 1 1
"989" 10 89 1 -1
"990" 10 90 1 1
"991" 10 91 1 1
"992" 10 92 1 -1
"993" 10 93 1 1
"994" 10 94 NA 1
"995" 10 95 1 -1
"996" 10 96 1 -1
"997" 10 97 2 1
"998" 10 98 1 -1
"999" 10 99 2 -1
"1000" 10 100 2 1
"1001" 11 1 1 -1
"1002" 11 2 1 1
"1003" 11 3 1 1
"1004" 11 4 1 1
"1005" 11 5 1 1
"1006" 11 6 1 -1
"1007" 11 7 1 -1
"1008" 11 8 1 -1
"1009" 11 9 2 1
"1010" 11 10 1 -1
"1011" 11 11 2 1
"1012" 11 12 2 1
"1013" 11 13 1 -1
"1014" 11 14 2 1
"1015" 11 15 2 1
"1016" 11 16 2 1
"1017" 11 17 2 1
"1018" 11 18 2 1
"1019" 11 19 2 1
"1020" 11 20 2 -1
"1021" 11 21 2 -1
"1022" 11 22 1 -1
"1023" 11 23 1 -1
"1024" 11 24 2 -1
"1025" 11 25 1 -1
"1026" 11 26 1 1
"1027" 11 27 2 -1
"1028" 11 28 1 1
"1029" 11 29 1 1
"1030" 11 30 1 -1
"1031" 11 31 2 1
"1032" 11 32 1 -1
"1033" 11 33 1 -1
"1034" 11 34 1 -1
"1035" 11 35 2 -1
"1036" 11 36 1 -1
"1037" 11 37 2 1
"1038" 11 38 2 1
"1039" 11 39 1 1
"1040" 11 40 2 -1
"1041" 11 41 2 1
"1042" 11 42 2 1
"1043" 11 43 2 -1
"1044" 11 44 2 -1
"1045" 11 45 1 1
"1046" 11 46 1 -1
"1047" 11 47 2 -1
"1048" 11 48 1 1
"1049" 11 49 1 1
"1050" 11 50 1 1
"1051" 11 51 1 -1
"1052" 11 52 1 1
"1053" 11 53 1 -1
"1054" 11 54 1 -1
"1055" 11 55 2 -1
"1056" 11 56 1 -1
"1057" 11 57 2 1
"1058" 11 58 2 1
"1059" 11 59 1 -1
"1060" 11 60 1 -1
"1061" 11 61 2 1
"1062" 11 62 2 -1
"1063" 11 63 1 1
"1064" 11 64 1 -1
"1065" 11 65 1 1
"1066" 11 66 2 -1
"1067" 11 67 NA -1
"1068" 11 68 2 -1
"1069" 11 69 1 -1
"1070" 11 70 1 1
"1071" 11 71 2 -1
"1072" 11 72 1 -1
"1073" 11 73 1 -1
"1074" 11 74 1 1
"1075" 11 75 2 -1
"1076" 11 76 2 1
"1077" 11 77 1 1
"1078" 11 78 2 1
"1079" 11 79 1 -1
"1080" 11 80 2 1
"1081" 11 81 2 1
"1082" 11 82 2 1
"1083" 11 83 2 -1
"1084" 11 84 2 1
"1085" 11 85 1 1
"1086" 11 86 2 -1
"1087" 11 87 2 1
"1088" 11 88 1 1
"1089" 11 89 1 1
"1090" 11 90 2 -1
"1091" 11 91 1 -1
"1092" 11 92 1 1
"1093" 11 93 1 1
"1094" 11 94 1 -1
"1095" 11 95 1 -1
"1096" 11 96 1 -1
"1097" 11 97 1 -1
"1098" 11 98 2 1
"1099" 11 99 2 1
"1100" 11 100 2 1
"1101" 12 1 1 -1
"1102" 12 2 1 -1
"1103" 12 3 1 1
"1104" 12 4 2 -1
"1105" 12 5 1 1
"1106" 12 6 2 1
"1107" 12 7 1 1
"1108" 12 8 2 1
"1109" 12 9 2 1
"1110" 12 10 1 1
